Blood(T_helper_naive_cells)	Brain(Germinal_Matrix)	Heart(Right_Atrium)
ANPEP	2.027	0.59	5.253
ANTXR1	0.005	18.822	10.556
ANTXR2	5.196	1.963	8.429
ANXA1	37.084	5.051	44.128
ANXA10	0.194	0.0	0.017
ANXA11	40.475	1.832	73.241
ANXA13	0.006	0.0	0.017
ANXA2	1.759	4.687	30.867
ANXA2R	20.635	0.202	0.873
ANXA3	1.315	0.566	12.498
ANXA4	0.868	0.674	3.854
ANXA5	8.722	54.745	94.126
ANXA6	43.472	21.068	91.387
ANXA7	53.527	13.214	72.632
ANXA9	2.043	0.123	0.469
AOAH	4.137	1.122	0.445
AOC1	0.0	0.0	0.012
AOC2	1.015	1.516	0.588
AOC3	0.4	0.335	21.856
AOX1	0.023	0.135	6.888
AP1AR	6.373	6.641	5.884
AP1B1	19.798	30.712	15.179
AP1G1	47.225	21.332	8.994
AP1G2	92.744	12.137	2.834
AP1M1	45.939	63.554	32.808
AP1M2	0.126	0.345	0.039
AP1S1	2.206	32.853	13.415
AP1S2	4.345	16.239	22.457
AP1S3	0.274	0.417	0.153
AP2A1	18.514	88.138	44.751
AP2A2	12.023	19.346	6.741
AP2B1	37.962	112.964	34.466
AP2M1	35.383	158.87	124.252
AP2S1	14.15	82.471	76.039
AP3B1	11.738	3.559	6.28
AP3B2	0.289	28.81	0.071
AP3D1	38.96	53.745	54.16
AP3M1	19.547	29.485	10.778
AP3M2	30.238	6.277	3.162
AP3S1	11.136	20.82	29.27
AP3S2	4.673	12.715	19.18
AP4B1	14.811	8.81	4.165
AP4E1	4.239	1.411	2.678
AP4M1	6.897	8.307	4.857
AP4S1	3.349	1.584	3.673
AP5M1	20.266	7.975	18.604
AP5S1	5.67	5.512	12.985
AP5Z1	11.976	7.317	4.668
APAF1	6.758	6.382	2.091
APBA1	0.594	10.665	2.024
APBA2	62.23	26.916	0.213
APBA3	15.466	15.653	9.404
APBB1	54.041	47.843	25.805
APBB1IP	41.929	1.376	1.905
APBB2	0.013	8.152	5.428
APBB3	22.118	13.209	6.471
APC	8.015	91.724	3.749
APC2	0.599	58.049	0.281
APCDD1	0.0	10.548	25.656
APCDD1L	0.092	0.0	0.136
APCS	0.0	0.0	0.062
APEH	18.181	17.286	18.803
APEX1	94.014	224.749	48.579
APEX2	4.561	5.457	7.444
APH1A	54.085	53.805	42.21
APH1B	8.748	2.23	4.666
API5	36.966	18.034	13.738
APIP	4.29	4.443	5.087
APITD1-CORT	1.049	22.714	1.616
APLF	1.377	0.327	0.637
APLN	0.0	5.644	7.371
APLNR	0.0	1.003	2.129
APLP1	0.115	198.691	16.529
APLP2	16.194	51.464	117.941
APMAP	18.584	33.832	28.702
APOA1	0.181	0.089	24.586
APOA2	0.104	0.0	0.133
APOA4	0.029	0.0	0.047
APOA5	0.0	0.015	0.043
APOB	0.0	0.025	4.072
APOBEC1	0.0	0.0	0.0
APOBEC2	2.889	0.0	109.454
APOBEC3A	0.335	0.056	0.214
APOBEC3B	0.476	1.029	1.847
APOBEC3C	12.085	4.449	40.118
APOBEC3D	7.1	0.291	1.244
APOBEC3F	4.666	0.488	3.399
APOBEC3G	4.203	0.234	2.437
APOBEC3H	0.941	0.023	0.224
APOBEC4	0.016	0.011	0.017
APOBR	4.914	0.364	0.75
APOC1	0.0	32.782	9.833
APOC1P1	0.006	0.364	0.0
APOC2	0.034	6.678	0.558
APOC3	0.0	0.0	0.132
APOC4-APOC2	0.059	2.714	0.225
APOD	0.041	2.653	83.559
APOE	0.981	199.862	56.555
APOF	0.038	0.0	0.007
APOH	0.0	0.0	0.143
APOL1	3.849	0.173	10.909
APOL2	11.379	1.932	22.46
APOL3	29.279	0.087	8.828
APOL4	0.026	7.411	2.818
APOL5	0.016	0.0	0.162
APOL6	39.304	0.101	3.4
APOLD1	1.084	8.947	23.102
APOM	4.738	3.797	1.629
APOO	4.021	18.826	73.856
APOOL	3.411	4.058	7.638
APOPT1	4.3	16.637	16.61
APP	26.286	109.74	166.765
APPBP2	13.72	13.536	5.601
APPL1	12.434	7.825	9.804
APPL2	24.515	24.314	8.081
APRT	101.414	37.538	66.542
APTX	6.58	6.768	7.431
AQP1	0.281	2.222	152.445
AQP10	0.0	0.0	0.196
AQP11	2.752	3.089	0.846
AQP12A	0.0	0.0	0.0
AQP12B	0.013	0.0	0.003
AQP2	0.0	0.0	0.845
AQP3	31.502	0.14	11.511
AQP4	0.0	59.757	5.606
AQP5	0.0	1.293	4.986
AQP6	0.0	0.27	0.178
AQP7	0.502	0.031	92.243
AQP8	0.693	0.504	0.008
AQP9	0.181	0.009	0.156
AQR	19.015	9.358	3.176
AR	0.008	0.962	3.425
ARAF	51.814	20.66	20.367
ARAP1	31.206	10.796	15.967
ARAP2	14.116	3.12	0.503
ARAP3	0.476	21.055	8.757
ARC	0.212	8.94	0.735
ARCN1	54.274	32.931	38.975
AREG	10.722	0.0	5.239
AREL1	13.117	5.954	5.814
ARF1	114.374	227.778	192.931
ARF3	15.54	54.266	30.863
ARF4	32.017	52.056	63.746
ARF5	41.465	75.041	64.031
ARF6	85.671	23.101	27.083
ARFGAP1	19.521	15.599	14.447
ARFGAP2	35.619	14.355	17.161
ARFGAP3	12.073	17.569	15.511
ARFGEF1	23.546	5.791	4.167
ARFGEF2	28.925	3.148	12.512
ARFGEF3	0.113	1.236	0.74
ARFIP1	1.963	4.741	6.584
ARFIP2	24.247	12.425	8.492
ARFRP1	8.563	6.441	17.417
ARG1	7.529	0.019	0.041
ARG2	6.268	13.348	1.472
ARGFX	0.0	0.0	0.0
ARGLU1	90.66	37.695	35.225
ARHGAP1	29.267	24.724	31.321
ARHGAP10	0.489	0.296	9.279
ARHGAP11A	1.649	9.932	0.502
ARHGAP11B	2.169	10.099	0.452
ARHGAP12	16.965	13.173	10.104
ARHGAP15	25.208	0.187	1.259
ARHGAP17	24.762	23.775	19.069
ARHGAP18	0.824	1.335	3.395
ARHGAP19	2.767	45.046	1.043
ARHGAP20	0.015	0.698	0.299
ARHGAP21	10.63	73.058	9.953
ARHGAP22	0.035	0.205	0.559
ARHGAP24	0.182	0.555	7.542
ARHGAP25	28.495	0.388	2.402
ARHGAP26	7.711	1.505	7.127
ARHGAP27	14.732	1.223	12.428
ARHGAP27P1-BPTFP1-KPNA2P3	27.877	5.889	4.978
ARHGAP28	0.0	1.22	0.52
ARHGAP29	0.0	0.82	5.006
ARHGAP30	82.504	0.318	1.475
ARHGAP31	1.348	2.739	16.992
ARHGAP32	3.406	26.979	1.94
ARHGAP33	8.75	186.239	2.173
ARHGAP35	9.007	31.423	52.634
ARHGAP36	0.0	0.276	0.043
ARHGAP39	0.222	10.605	1.065
ARHGAP4	121.033	9.563	14.966
ARHGAP40	0.013	0.056	0.0
ARHGAP42	0.007	1.518	1.23
ARHGAP44	0.124	2.212	6.402
ARHGAP45	282.09	0.874	3.516
ARHGAP5	12.434	16.401	18.492
ARHGAP6	0.022	0.85	1.328
ARHGAP8	2.1	1.366	0.55
ARHGAP9	59.479	0.364	1.115
ARHGDIA	153.574	124.039	75.683
ARHGDIB	627.288	16.248	39.769
ARHGDIG	0.06	6.688	2.847
ARHGEF1	399.81	27.237	22.275
ARHGEF10	2.238	4.024	6.119
ARHGEF10L	0.041	15.217	24.985
ARHGEF11	9.687	15.411	15.431
ARHGEF12	0.577	7.476	11.054
ARHGEF15	0.0	0.465	12.396
ARHGEF16	0.042	0.095	0.771
ARHGEF17	0.107	16.657	18.8
ARHGEF18	122.561	9.635	6.373
ARHGEF19	2.02	1.862	1.46
ARHGEF2	25.0	56.23	11.982
ARHGEF25	0.308	12.937	15.348
ARHGEF26	0.107	7.488	2.36
ARHGEF28	0.008	1.015	0.389
ARHGEF3	38.837	2.185	3.217
ARHGEF33	0.109	0.775	0.195
ARHGEF35	3.493	0.271	2.515
ARHGEF37	0.064	0.494	10.812
ARHGEF38	0.975	0.042	0.037
ARHGEF39	1.832	2.879	0.974
ARHGEF4	0.797	5.771	0.96
ARHGEF40	0.293	14.103	7.939
ARHGEF5	8.625	0.652	1.602
ARHGEF6	62.563	10.978	14.06
ARHGEF7	18.701	28.981	7.56
ARHGEF9	10.931	24.753	20.448
ARID1A	52.587	67.084	12.459
ARID1B	20.864	38.047	6.302
ARID2	23.196	12.942	3.012
ARID3A	1.791	3.289	2.796
ARID3B	22.327	7.01	1.557
ARID3C	0.045	0.638	0.015
ARID4A	22.98	12.286	6.802
ARID4B	31.65	11.467	10.482
ARID5A	131.222	4.091	22.374
ARID5B	16.332	2.27	14.362
ARIH1	45.566	22.512	15.934
ARIH2	30.456	13.037	24.676
ARIH2OS	5.458	2.06	1.65
ARL1	8.222	6.563	30.833
ARL10	5.173	14.165	3.615
ARL11	0.356	0.133	0.368
ARL13A	1.661	0.0	0.0
ARL13B	1.947	4.868	2.821
ARL14	0.0	0.0	0.053
ARL14EP	12.173	5.931	9.106
ARL15	4.445	5.195	10.516
ARL16	28.07	21.453	15.939
ARL17A	14.941	5.296	3.721
ARL17B	7.627	4.679	3.869
ARL2	6.864	18.381	68.798
ARL2BP	61.177	53.249	53.66
ARL3	3.592	86.395	63.995
ARL4A	5.442	1.659	4.627
ARL4C	127.387	54.447	1.322
ARL4D	0.815	42.506	12.689
ARL5A	8.822	8.193	23.891
ARL5B	11.516	7.949	4.424
ARL5C	0.014	0.009	0.004
ARL6	0.935	3.491	1.62
ARL6IP1	53.877	279.27	32.57
ARL6IP4	67.222	30.304	92.629
ARL6IP5	72.977	42.452	227.549
ARL6IP6	6.674	26.346	3.46
ARL8A	30.04	110.34	28.009
ARL8B	30.538	22.885	43.132
ARL9	0.046	9.056	0.14
ARMC1	9.575	19.422	19.646
ARMC10	4.291	10.615	6.004
ARMC12	3.249	2.46	0.378
ARMC2	3.493	4.781	2.258
ARMC3	0.0	0.079	0.011
ARMC4	0.011	0.181	0.033
ARMC5	3.877	6.012	5.44
ARMC6	5.005	17.603	10.621
ARMC7	4.234	3.757	6.097
ARMC8	13.086	7.73	5.023
ARMC9	0.144	1.714	0.436
ARMCX1	0.874	37.259	32.432
ARMCX2	1.905	9.235	19.532
ARMCX3	13.986	20.598	35.596
ARMCX4	5.121	3.02	2.247
ARMCX5	7.142	8.145	3.509
ARMCX6	9.227	18.662	8.507
ARMS2	0.158	0.017	0.028
ARMT1	4.02	7.51	16.342
ARNT	14.796	20.169	11.648
ARNT2	0.0	58.61	2.759
ARNTL	21.099	2.936	2.873
ARNTL2	0.035	1.597	0.355
ARPC1A	21.082	70.726	79.14
ARPC1B	21.507	3.296	18.876
ARPC2	85.909	45.572	26.0
ARPC3	48.423	30.211	35.382
ARPC4	33.075	29.864	31.608
ARPC4-TTLL3	51.523	44.87	23.451
ARPC5	24.145	35.633	30.81
ARPC5L	12.437	4.255	15.226
ARPIN	0.106	12.898	10.459
ARPP19	59.658	60.383	42.128
ARPP21	0.004	12.216	0.037
ARR3	0.905	0.003	0.0
ARRB1	12.505	2.939	6.187
ARRB2	128.423	77.364	11.895
ARRDC1	24.421	10.308	12.859
ARRDC1-AS1	9.933	7.546	14.101
ARRDC2	167.679	2.055	20.954
ARRDC3	44.423	73.838	7.749
ARRDC4	2.185	28.604	24.454
ARRDC5	23.509	0.014	0.131
ARSA	41.697	13.25	29.072
ARSB	2.331	3.242	3.907
ARSD	1.066	4.259	2.195
ARSE	0.016	1.349	0.404
ARSF	0.0	2.043	0.0
ARSG	9.799	0.723	2.51
ARSH	0.0	0.0	0.0
ARSI	0.0	0.013	0.262
ARSJ	0.0	0.118	1.944
ARSK	1.09	2.58	3.144
ART1	0.036	0.0	0.005
ART3	0.159	0.068	65.115
ART4	0.004	0.033	5.457
ART5	0.0	0.199	1.047
ARTN	0.158	1.064	0.262
ARV1	3.309	7.622	30.485
ARVCF	0.483	17.68	9.094
ARX	0.015	129.787	0.0
AS3MT	1.129	8.907	36.321
ASAH1	15.514	16.54	258.445
ASAH2	0.239	0.508	0.467
ASAH2B	0.881	2.946	1.766
ASAP1	19.195	44.013	7.706
ASAP2	0.119	22.25	6.642
ASAP3	0.298	10.937	22.339
ASB1	11.357	5.029	14.708
ASB10	0.0	0.024	10.565
ASB11	0.0	0.0	44.943
ASB12	1.364	0.269	1.179
ASB13	3.425	1.99	8.683
ASB14	4.164	0.01	0.769
ASB15	0.342	0.0	14.522
ASB16	6.079	0.454	6.177
ASB17	0.0	0.0	0.0
ASB18	0.0	0.041	0.581
ASB2	0.051	0.168	67.417
ASB3	7.082	11.068	2.699
ASB4	0.0	0.031	1.157
ASB5	0.021	0.007	1.079
ASB6	17.114	10.343	9.741
ASB7	12.782	3.655	3.027
ASB8	31.69	17.109	19.833
ASB9	0.839	0.029	0.625
ASCC1	9.842	7.01	7.897
ASCC2	25.913	14.832	12.347
ASCC3	11.466	2.629	3.671
ASCL1	0.0	163.715	0.0
ASCL2	0.025	1.207	0.185
ASCL3	0.014	0.0	0.0
ASCL4	0.0	0.0	0.03
ASF1A	17.382	19.1	22.469
ASF1B	0.568	12.191	0.206
ASGR1	0.339	16.588	0.42
ASGR2	0.074	0.13	0.133
ASH1L	47.634	17.958	11.395
ASH2L	8.043	12.108	10.121
ASIC1	5.412	27.328	1.389
ASIC2	0.0	3.426	0.002
ASIC3	10.097	11.361	3.399
ASIC4	0.047	1.85	0.311
ASIC5	0.0	0.0	0.0
ASIP	0.16	0.048	9.22
ASL	3.344	2.158	3.695
ASMT	0.045	0.04	0.032
ASMTL	11.287	11.87	16.99
ASNA1	14.291	89.519	80.929
ASNS	22.527	16.683	7.518
ASNSD1	46.173	17.58	31.42
ASPA	0.0	0.142	1.909
ASPDH	2.925	3.972	0.015
ASPG	0.058	0.163	53.529
ASPH	2.023	6.028	12.018
ASPHD1	0.238	6.885	0.082
ASPHD2	1.272	1.406	0.058
ASPM	0.218	9.451	0.021
ASPN	0.285	0.256	7.297
ASPRV1	2.181	2.411	0.886
ASPSCR1	9.164	8.0	11.623
ASRGL1	0.455	13.597	1.806
ASS1	0.0	7.602	30.327
ASTE1	8.855	2.232	1.84
ASTL	0.446	0.06	0.029
ASTN1	0.0	33.097	0.104
ASTN2	0.264	4.609	6.836
ASXL1	70.563	21.771	8.372
ASXL2	15.776	4.441	4.232
ASXL3	0.0	15.97	0.815
ASZ1	0.0	0.0	0.0
ATAD1	18.688	14.048	32.956
ATAD2	9.912	13.38	3.616
ATAD2B	5.73	4.757	1.862
ATAD3A	6.752	7.337	12.98
ATAD3B	11.544	3.384	3.569
ATAD3C	1.412	0.47	0.765
ATAD5	3.931	4.243	0.301
ATAT1	5.763	149.096	1.662
ATCAY	0.008	85.569	0.047
ATE1	11.222	8.466	13.293
ATF1	11.297	7.752	6.682
ATF2	16.996	39.476	7.916
ATF3	0.194	2.923	96.75
ATF4	203.714	168.24	138.085
ATF5	5.27	8.183	12.862
ATF6	15.607	7.645	6.351
ATF6B	46.152	55.126	20.333
ATF7	15.588	27.44	10.963
ATF7IP	35.851	28.491	6.07
ATF7IP2	18.236	0.756	4.326
ATG10	63.107	2.916	2.575
ATG101	1.838	4.612	13.363
ATG12	9.779	8.517	5.916
ATG13	25.686	19.865	21.151
ATG14	26.647	3.896	7.739
ATG16L1	27.646	4.553	4.508
ATG16L2	21.695	3.378	5.886
ATG2A	15.53	8.422	6.955
ATG2B	27.467	7.268	3.723
ATG3	8.453	8.77	9.539
ATG4A	4.031	3.275	10.915
ATG4B	17.597	21.599	14.06
ATG4C	2.624	4.192	5.144
ATG4D	24.038	18.596	30.492
ATG5	11.6	8.667	9.491
ATG7	4.808	3.868	2.173
ATG9A	19.427	17.719	26.533
ATIC	23.847	17.979	13.403
ATL1	1.463	18.843	0.902
ATL2	16.363	6.553	11.342
ATL3	7.31	3.284	7.489
ATM	86.337	5.364	3.775
ATMIN	18.268	15.959	10.569
ATN1	30.44	248.808	68.129
ATOH1	0.0	0.008	0.156
ATOH7	0.029	0.504	0.075
ATOH8	0.0	1.263	19.842
ATOX1	5.692	6.222	6.798
ATP10A	20.885	0.475	0.876
ATP10B	0.004	0.895	0.119
ATP10D	0.535	1.711	1.951
ATP11A	15.976	7.84	14.821
ATP11AUN	0.115	0.0	0.0
ATP11B	44.907	6.909	7.383
ATP11C	10.487	5.58	1.282
ATP12A	0.024	0.037	0.001
ATP13A1	24.969	22.232	5.546
ATP13A2	11.628	38.33	5.479
ATP13A3	12.701	3.673	15.493
ATP13A4	0.978	2.739	0.038
ATP13A5	0.024	0.266	0.02
ATP1A1	108.043	32.092	81.171
ATP1A1-AS1	33.557	1.875	3.782
ATP1A2	0.007	106.351	72.338
ATP1A3	2.583	142.228	79.489
ATP1A4	0.009	0.823	0.206
ATP1B1	0.981	30.676	176.193
ATP1B2	0.636	252.206	3.064
ATP1B3	14.231	29.105	30.011
ATP1B4	0.0	0.0	3.976
ATP23	3.955	4.433	10.861
ATP2A1	0.927	0.394	0.08
ATP2A2	23.887	25.347	505.67
ATP2A3	138.018	0.921	6.454
ATP2B1	14.664	6.14	2.916
ATP2B2	0.103	8.058	0.333
ATP2B3	0.014	1.57	0.011
ATP2B4	18.252	48.148	33.579
ATP2C1	12.135	21.317	15.9
ATP2C2	0.63	1.255	0.004
ATP4A	0.012	0.072	0.024
ATP4B	0.0	0.041	0.016
ATP5A1	135.959	204.105	935.874
ATP5B	198.467	444.722	1092.13
ATP5C1	57.297	87.165	391.64
ATP5D	51.424	136.124	388.613
ATP5E	33.365	38.846	103.568
ATP5EP2	2.286	3.737	1.293
ATP5F1	28.415	46.456	220.256
ATP5G1	9.819	16.127	203.951
ATP5G2	50.12	88.789	103.989
ATP5G3	13.146	17.436	157.528
ATP5H	45.209	93.321	713.678
ATP5I	24.632	64.388	143.133
ATP5J	15.09	37.85	440.094
ATP5J2	13.485	34.852	154.182
ATP5J2-PTCD1	12.009	14.949	66.498
ATP5L	44.218	48.342	213.551
ATP5L2	0.887	0.271	0.448
ATP5O	46.46	89.663	385.89
ATP5S	6.231	2.513	9.481
ATP5SL	15.705	57.334	52.702
ATP6AP1	19.048	43.48	28.116
ATP6AP1L	0.44	2.362	0.735
ATP6AP2	50.887	32.749	39.798
ATP6V0A1	4.927	74.696	18.782
ATP6V0A2	8.221	1.754	1.641
ATP6V0A4	0.0	0.493	0.0
ATP6V0B	12.961	32.175	30.267
ATP6V0C	128.73	465.906	156.291
ATP6V0D1	12.285	57.923	36.294
ATP6V0D2	0.0	0.0	0.008
ATP6V0E1	41.356	31.525	166.332
ATP6V0E2	23.314	97.263	28.477
ATP6V1A	5.016	14.576	8.773
ATP6V1B1	0.078	0.186	0.661
ATP6V1B2	11.433	12.44	10.361
ATP6V1C1	10.9	10.839	10.653
ATP6V1C2	5.137	0.19	1.018
ATP6V1D	2.969	17.08	47.061
ATP6V1E1	22.336	32.392	81.225
ATP6V1E2	3.875	2.249	1.078
ATP6V1F	32.618	178.749	143.564
ATP6V1G1	189.277	87.029	126.794
ATP6V1G2	3.973	26.939	2.074
ATP6V1G2-DDX39B	249.302	319.378	80.801
ATP6V1G3	0.118	0.0	0.0
ATP6V1H	7.362	7.957	13.493
ATP7A	5.791	1.666	1.241
ATP7B	0.535	5.871	2.116
ATP8A1	26.129	14.075	5.507
ATP8A2	0.329	2.695	0.107
ATP8B1	1.358	0.211	2.951
ATP8B2	52.503	8.017	10.441
ATP8B3	0.687	0.127	0.524
ATP8B4	0.497	0.15	0.848
ATP9A	0.1	46.356	6.887
ATP9B	14.83	8.384	3.52
ATPAF1	7.075	12.305	67.36
ATPAF2	6.194	6.351	10.342
ATPIF1	37.631	46.947	195.805
ATR	12.553	1.649	2.603
ATRAID	49.176	38.726	109.826
ATRIP	4.611	5.715	2.798
ATRN	9.24	10.767	9.89
ATRNL1	0.004	6.532	0.243
ATRX	26.921	26.518	13.654
ATXN1	4.209	3.933	4.723
ATXN10	17.696	60.077	32.341
ATXN1L	33.962	4.325	9.147
ATXN2	5.583	22.285	4.951
ATXN2L	109.865	146.89	20.963
ATXN3	7.683	4.037	3.569
ATXN3L	0.0	0.0	0.0
ATXN7	71.736	4.924	3.383
ATXN7L1	11.95	5.133	0.835
ATXN7L2	3.75	10.17	1.375
ATXN7L3	41.449	19.722	28.309
ATXN7L3B	88.353	48.367	34.216
AUH	9.092	6.271	17.679
AUNIP	4.177	1.305	0.369
AUP1	73.567	73.235	45.744
AURKA	0.295	12.411	4.269
AURKAIP1	13.341	23.36	156.819
AURKB	1.09	52.789	0.265
AURKC	0.616	2.52	0.963
AUTS2	0.979	22.17	2.366
AVEN	4.496	3.892	17.584
AVIL	1.633	0.742	1.118
AVL9	9.285	5.829	2.24
AVP	0.086	0.046	0.0
AVPI1	5.257	4.002	16.792
AVPR1A	0.0	0.076	0.397
AVPR1B	0.0	0.013	0.031
AVPR2	5.021	0.0	3.27
AWAT1	0.125	0.0	0.0
AWAT2	0.018	0.012	0.009
AXDND1	0.028	0.018	0.006
AXIN1	12.791	9.78	5.077
AXIN2	17.799	5.214	8.656
AXL	0.251	14.249	14.725
AZGP1	0.0	0.01	7.145
AZI2	7.498	11.141	8.766
AZIN1	27.738	37.216	24.972
AZIN1-AS1	0.916	1.447	0.6
AZIN2	2.566	2.543	0.786
AZU1	15.301	4.106	0.071
B2M	1845.73	56.349	415.161
B3GALNT1	0.023	9.75	21.514
B3GALNT2	2.138	3.144	5.896
B3GALT1	0.082	2.549	0.059
B3GALT2	0.378	6.954	27.397
B3GALT4	5.595	1.827	10.579
B3GALT5	0.033	0.207	0.032
B3GALT5-AS1	0.0	0.225	0.013
B3GALT6	3.366	7.562	9.392
B3GAT1	0.151	19.605	0.075
B3GAT2	7.341	3.564	0.169
B3GAT3	22.291	14.028	11.821
B3GLCT	3.124	2.722	22.304
B3GNT2	11.281	1.409	14.306
B3GNT3	0.164	0.0	0.008
B3GNT4	3.767	1.086	0.316
B3GNT5	0.339	2.795	1.0
B3GNT6	0.0	0.015	0.0
B3GNT7	0.606	0.509	2.591
B3GNT8	1.303	0.64	3.015
B3GNT9	0.319	0.508	8.657
B3GNTL1	9.04	4.622	6.14
B4GALNT1	0.0	32.252	1.104
B4GALNT2	0.0	0.0	0.011
B4GALNT3	0.194	0.282	22.134
B4GALNT4	0.567	78.969	1.078
B4GALT1	41.167	3.584	24.393
B4GALT2	0.108	29.241	14.623
B4GALT3	25.295	22.091	10.026
B4GALT4	8.29	2.305	3.809
B4GALT5	5.07	19.827	16.923
B4GALT6	0.422	1.378	3.262
B4GALT7	11.946	5.486	5.915
B4GAT1	1.973	35.652	60.453
B9D1	0.266	3.761	5.071
B9D2	6.422	8.793	4.047
BAALC	0.333	14.162	0.84
BAALC-AS2	0.0	0.303	0.133
BAAT	0.0	0.017	0.126
BABAM1	43.491	72.216	64.259
BACE1	1.469	9.235	3.755
BACE2	0.275	1.405	6.824
BACH1	12.812	6.502	3.801
BACH2	58.263	8.786	0.44
BAD	7.432	34.181	74.98
BAG1	7.091	6.983	31.221
BAG2	6.77	2.244	28.467
BAG3	32.085	11.566	136.018
BAG4	9.19	6.129	4.556
BAG5	25.177	8.48	8.021
BAG6	48.041	123.456	59.543
BAHD1	10.599	7.557	10.738
BAIAP2	1.319	9.04	13.259
BAIAP2-AS1	1.667	5.414	13.422
BAIAP2L1	1.778	0.184	1.727
BAIAP2L2	2.233	4.663	0.283
BAIAP3	1.363	9.932	1.21
BAK1	15.656	2.785	13.853
BAMBI	0.121	1.606	21.055
BANF1	12.854	121.969	120.4
BANF2	0.0	0.021	0.0
BANK1	0.18	0.111	0.289
BANP	5.86	9.521	2.381
BAP1	36.642	23.107	25.379
BARD1	1.811	4.719	1.017
BARHL1	0.066	0.115	0.0
BARHL2	0.0	0.0	0.012
BARX1	0.0	0.014	0.022
BARX2	0.027	0.0	0.0
BASP1	1.866	494.915	5.659
BATF	2.896	0.418	0.723
BATF2	0.0	0.06	0.905
BATF3	0.343	0.43	0.355
BAX	22.011	7.263	7.15
BAZ1A	31.996	10.622	2.596
BAZ1B	19.39	20.802	24.208
BAZ2A	92.822	21.967	13.745
BAZ2B	3.068	9.182	2.92
BBC3	2.022	2.298	2.049
BBIP1	33.646	11.011	8.84
BBOF1	1.908	1.457	1.409
BBOX1	0.0	3.638	0.121
BBS1	6.968	20.659	5.236
BBS10	1.146	8.841	7.88
BBS12	0.417	1.062	3.567
BBS2	38.223	30.545	24.964
BBS4	10.207	10.333	5.361
BBS5	1.329	3.25	22.188
BBS7	1.8	5.87	2.331
BBS9	4.797	9.585	2.8
BBX	23.408	7.378	8.672
BCAM	0.0	6.504	89.803
BCAN	0.009	313.053	0.081
BCAP29	2.943	4.704	18.456
BCAP31	21.134	34.433	76.42
BCAR1	0.03	24.448	30.86
BCAR3	0.413	0.745	5.156
BCAS1	0.042	1.72	0.084
BCAS2	76.825	23.61	33.588
BCAS3	12.102	14.671	5.605
BCAS4	22.089	4.748	1.604
BCAT1	0.087	2.53	0.831
BCAT2	5.43	9.261	27.899
BCCIP	13.538	16.147	18.626
BCDIN3D	3.797	2.34	2.866
BCHE	0.0	12.208	4.664
BCKDHA	12.739	35.376	33.163
BCKDHB	6.414	3.989	9.014
BCKDK	3.601	30.706	32.082
BCL10	9.179	4.607	4.96
BCL11A	0.168	30.31	1.054
BCL11B	86.594	22.259	0.064
BCL2	44.254	1.058	2.639
BCL2A1	15.255	0.221	0.306
BCL2L1	5.908	27.615	33.536
BCL2L10	0.291	0.294	0.087
BCL2L11	8.288	0.791	2.132
BCL2L12	21.57	2.066	6.429
BCL2L13	6.6	5.462	18.93
BCL2L14	0.302	0.057	0.009
BCL2L15	1.315	0.178	0.07
BCL2L2	4.651	6.309	33.672
BCL2L2-PABPN1	78.919	98.403	89.553
BCL3	17.109	2.416	11.161
BCL6	10.215	6.505	24.692
BCL6B	0.04	0.866	6.02
BCL7A	2.023	14.787	4.965
BCL7B	25.599	9.073	37.581
BCL7C	7.874	21.012	21.373
BCL9	6.585	21.167	6.841
BCL9L	79.305	26.197	16.599
BCLAF1	94.07	26.553	11.62
BCO1	0.01	0.011	0.009
BCO2	0.453	0.38	16.038
BCOR	4.531	29.552	5.141
BCORL1	1.437	13.243	3.303
BCR	17.832	10.863	7.922
BCS1L	10.153	13.443	12.297
BDH1	7.308	3.203	4.214
BDH2	7.066	7.134	14.464
BDKRB1	0.0	0.031	0.07
BDKRB2	0.012	0.04	0.483
BDNF	0.2	0.054	0.032
BDP1	16.127	6.839	4.688
BEAN1	0.086	1.227	0.218
BECN1	45.049	12.686	31.53
BEGAIN	0.144	5.075	0.634
BEND2	0.009	0.0	0.215
BEND3	0.522	2.777	0.383
BEND4	0.073	2.789	0.015
BEND5	1.465	11.911	1.637
BEND6	0.007	0.88	0.436
BEND7	0.002	2.492	2.189
BEST1	47.895	11.975	6.845
BEST2	0.06	0.06	0.0
BEST3	0.006	5.764	0.008
BEST4	1.737	1.165	0.224
BET1	3.395	2.381	5.33
BET1L	59.087	11.033	16.097
BEX1	1.557	212.498	20.558
BEX2	52.422	43.346	15.062
BEX3	22.075	241.346	168.3
BEX4	67.287	98.687	129.786
BEX5	7.741	17.396	1.694
BFAR	18.661	18.085	14.616
BFSP1	0.077	0.139	0.389
BFSP2	0.0	0.055	0.033
BGLAP	2.128	14.553	5.779
BGN	0.0	59.232	165.461
BHLHA15	3.298	0.532	0.07
BHLHA9	0.0	0.063	0.0
BHLHB9	0.928	7.718	2.194
BHLHE22	0.0	0.13	0.092
BHLHE23	0.0	0.152	0.063
BHLHE40	8.788	17.782	21.931
BHLHE41	0.098	3.164	9.863
BHMG1	0.025	0.027	0.0
BHMT	0.172	0.017	0.202
BHMT2	0.058	0.078	14.413
BICC1	0.039	1.087	4.907
BICD1	2.65	10.376	1.107
BICD2	10.195	21.203	16.413
BICDL1	20.982	3.371	0.094
