gene	sample_1	sample_2	sample_3
AC092291.1	6.9598055	19.029595	13.164445
CTD-3126B10.1	0.020738475	0.0264009	0.02080653
LRRC29	0.53735345	0.91686325	1.0497865
LRRC28	12.634185	17.70522	16.48529
AC020663.1	0.8222047	0.70599745	1.1811847
GCNT4	0.0044600985	0.106346385	0.27355425
AC010086.1	1.195045e-05	4.358171e-05	0.00018496755
AC024560.2	0.001008243	0.02987307	0.0306084
GCNT1	1.8127855	6.2977925	18.84736
AC010132.11	0.16850887	0.1869671	0.184815
AC010086.5	0.07394545	0.017613916	0.021419535
GCNT2	18.863925	8.9419595	10.99194
AC010132.10	0.00012376401	0.00013613615	0.0002336319
AL133481.1	0.00028143745	0.00045516345	0.0002146799
AL359693.1	0.0138747315	0.0021161731	0.0207374985
AC144450.1	0.00013992305	5.8280759e-05	1.04357895e-05
LPCAT4	33.22216	33.6561	48.178265
LPCAT2	2.4445445	4.6745515	4.0084415
LPCAT3	11.90289	9.2466455	8.457047
RPL35AP	0.002093785	1.200883e-05	0.0004280287
LPCAT1	18.248035	23.888595	27.776015
NDUFB11P1	0.0021182245	0.00129800815	0.00121965505
RNU6-1021P	10.60826	9.5418385	7.960188
RP11-64J19.1	30.40459	50.91312	58.44478
RP11-134C1.1	0.0526215075	0.0264397155	0.019528405
RP11-129J12.2	0.26043785	0.226572845	0.057867145
RP11-129J12.1	0.16960695	0.24227481	0.025082767
RN7SL9P	2.370109	1.9153485	1.7072955
AC090286.2	5.823418	2.8431745	2.312954
RP11-227H4.1	0.00022873815	0.0028231707	4.40097825e-05
RP11-227H4.5	0.1609904415	0.176198875	0.0923815875
RP11-462G8.3	0.00190833795	0.06218911	0.0401533405
RP11-48L13.1	0.0010895387	0.000235245895	0.00038880075
RP11-498M5.2	0.000478848	0.0006500935	1.278348e-05
TAGLN	59.1687	24.953555	17.53675
RP5-837M10.2	0.00267264525	0.0025116965	4.498025e-06
CCDC179	0.00020248725	0.0058822445	7.307345e-05
OR10A7	3.075525e-06	0.000297697	0.0003649184
ALPP	0.133838635	0.20976845	0.1200104
RP11-357H14.17	0.019155095	0.7221358	0.035256915
RP5-837M10.4	0.097197065	0.108218075	0.06475673
MIR513C	14.138225	13.40294	11.05961
CCDC170	0.07792903	0.2732882	0.22668692
CCDC171	1.557369	1.52326005	1.503836
CCDC172	0.02173296	0.11822243	0.02192177
CCDC173	0.10210321	0.19298541	0.114433325
CCDC174	7.4522475	7.999806	13.30564
CCDC175	0.4565726	0.1953398	0.21290435
CCDC176	1.3888195	1.785412	1.298311
CCDC177	0.074219395	0.000412893	0.0014047315
PDK1	60.527475	11.684075	17.105805
CTD-2303H24.2	2.2003155	2.133157	1.9579365
PDK3	4.480442	4.3750465	4.6234525
PDK2	21.070185	13.5202	20.081365
RP11-61J19.4	0.044462785	0.2091503	0.17229316
PDK4	0.07928089	2.6355545	0.6280261
LNPEP	1.3089675	1.080612	1.292117
ALPI	2.645417e-05	0.00863144	0.006456941
SEC61A1	39.79834	48.856895	64.82287
SEC61A2	14.829855	10.753415	15.18943
ALPL	26.711815	7.9989395	6.7119555
PECR	4.861739	6.645422	5.0083565
RP11-127O4.2	0.00022965046	0.0071628905	0.00050371215
PKP4P1	0.751594	0.8078817	0.69293955
MIR193A	29.81546	27.407405	15.888505
MIR193B	25.60392	13.072445	9.848707
RP11-127O4.3	0.0002329101	0.020096993	0.000520432425
AL357115.1	22.877805	13.637145	17.15356
RN7SKP158	0.0009554425	0.00044277785	0.0008803806
RN7SKP159	0.00065130495	0.0002931424	0.0026409775
RN7SKP156	0.00061772115	0.00513168935	0.0075012185
PLA2G12AP1	3.0751965	3.9570065	2.961285
RN7SKP154	3.29634e-05	0.00012297075	0.001376683
RN7SKP155	0.0041259321	0.0017096685	0.000705619
RN7SKP152	0.005230336	0.006438475	0.027227565
RN7SKP153	0.00438131075	0.0110388965	0.0007657487
RN7SKP150	0.002510548	0.6659319085	0.1553106835
RN7SKP151	0.0030823665	0.155799026861	0.000982132
RP11-282I1.2	0.0022230865	0.003717012755	0.0002851755
RP11-282I1.1	0.75059715	0.93616715	1.1356327
INMT-FAM188B	0.4340126	0.24539885	0.35375725
RP11-304L19.12	23.227265	16.68283	19.452715
CTAGE11P	0.46706275	0.41997085	0.36125965
RP11-255M2.1	0.0035575105	0.0968888145	0.6462937
HMGN2P19	395.26885	199.2809	215.0029
HMGN2P18	290.87025	141.3956	152.62465
RP11-727A23.8	21.99048	7.6243905	11.5697165
RP11-49I4.3	0.6000978	0.33358805	0.37298375
RP11-727A23.4	0.34328565	0.5855071	0.43006425
RP5-882O7.4	149.97535	109.845065	105.0682
HMGN2P11	74.315475	28.458825	36.01182
HMGN2P10	38.133635	16.545855	16.04748
RP5-882O7.1	18.540195	14.224995	17.40413
HMGN2P16	0.014979985	0.012674453	0.017623565
HMGN2P15	481.78265	268.85675	262.7613
DDIT3	2.7472755	6.317216	12.39721
DDIT4	10.4347115	6.9741145	10.575445
SURF6P1	3.822695e-05	0.00017600005	6.2646151e-06
DOCK9-AS1	0.004836613	0.0006140770625	0.0023510475
RIIAD1	0.70123945	0.16014877	0.113134285
RNU6-816P	8.1346615	8.7409225	11.873405
RP1-308E4.1	9.692686	6.848046	6.16708
RP11-170M17.2	309.46865	362.2968	304.8653
RP11-170M17.1	0.000552631	0.000340156	0.00017117646
GOLGA8T	2.2811465	2.866585	3.725955
OR5R1	0.0003773195	0.0001692057	0.0002050479
GOLGA8Q	1.254759	2.035266	2.218419
GOLGA8S	0.64495605	0.88602235	1.0891165
GOLGA8R	0.99419965	1.6967705	1.89372
GOLGA8M	0.9861593	1.737839	1.7134205
GOLGA8O	2.384951	3.1471395	3.6621205
GOLGA8N	3.700325	5.1512635	7.282876
GOLGA8I	1.1356905	1.3725245	1.673615
GOLGA8H	0.6095941	1.0838455	1.4214235
GOLGA8K	0.2419577	0.620293	0.8949924
GOLGA8J	0.9472887	1.248474	1.5253625
RP11-124O11.2	0.0007130084	0.00019726	0.0018998635
RP11-726G23.8	5.9688285	9.770127	5.558908
GOLGA8G	1.10891	0.8357959	0.93203735
GOLGA8F	1.63901	1.495271	1.5682505
GOLGA8A	23.02573	17.932345	17.346275
RNU1-78P	8.4127735	14.72527	10.2452365
GOLGA8B	2.687352	2.2762745	1.9535605
EPHB1	1.2092215	1.1023701	0.8706029
CT45A1	0.0022968015	0.0031888435	0.003095754
PTPMT1	18.00984	16.717065	26.196315
CT45A2	0.0011076955	0.001329237	0.002271063
CT45A5	0.0008918895	0.0025358305	0.000436966
CT45A4	0.0074172545	0.0025873055	0.002172916
CT45A6	0.0024798357	0.004798721	0.003413115
FTCDNL1	0.031912105	0.131500245	0.039787355
VMO1	0.4875389	0.7084944	0.9621944
OGFR-AS1	0.2949871	0.3838773	0.32247685
CTD-2547L16.2	0.002462363	0.003308187	0.006436041
LRRC53	0.01332411	0.0009373567	0.0011289685
ATP5C1	127.4609	117.918	89.170545
MIR639	61.95043	83.230035	29.170225
MIR638	12.73549	12.763085	11.699415
IGHV1-8	0.000412387365	0.0008661041	0.0001356468
MIR635	10.069018	16.012845	5.758331
MIR634	20.460725	11.68275	8.1496615
MIR637	27.016075	9.366799	8.2241455
MIR636	122.21585	102.878985	91.602455
MIR631	11.21708	16.24905	11.965655
IGHV1-2	0.00103838924	0.00062058565	5.1043925e-05
MIR633	4.7129755	5.5473175	3.487371
MIR632	28.82029	34.31775	21.32308
LINC00320	0.001522615	0.0003414029	0.2718599
NPC2	108.3046	113.3426	143.2034
NPC1	10.1679175	9.0299025	15.631295
GATA3-AS1	6.7503775	2.402162	2.0978445
LINC00324	0.16560365	0.040599215	0.112292475
LINC00326	0.000597545	0.0005988545	0.002432531
LINC00327	0.2820103	0.37285425	0.11011415
RP4-660H19.1	1.4642035	2.655009	2.4596025
C3orf58	5.182139	3.737113	4.4629105
RAB3GAP2	8.2809525	8.6369945	10.69459
BHLHA15	0.13607063	0.0057037915	0.060774815
RAB3GAP1	7.718276	8.968331	11.71536
C3orf52	3.3704715	1.5877485	1.7578
C3orf55	0.01818491	0.22869305	0.24693185
C3orf56	5.17968e-05	6.64047095e-05	2.34172605e-06
AL953885.1	15.225635	16.047055	11.873755
DAG1	24.086145	9.6312075	10.1301
GS1-114I9.1	0.10308011	0.10304992	0.071960845
CTD-2587H24.1	4.112552	2.6635655	2.3111435
ETHE1	6.1118035	12.30233	8.72769
RP11-187C18.2	0.564904	0.64736815	0.34969655
RP11-187C18.3	0.25707363	0.45951245	0.29559875
RP11-187C18.4	0.0511071508	0.005158237	0.082836292
RP11-187C18.5	0.000238372	0.00158809905	9.823245e-05
THBS4	2.654603	2.7470475	1.3632285
AC016559.1	13.2047	7.3488235	7.214361
RP4-654H19.2	0.0059002515	0.0057988835	0.009938452
SGSM3	30.45742	41.24584	47.293175
RP11-349A22.3	0.02034014	0.008261564	0.00917776945
RP11-349A22.2	0.0003942622	0.0003389685	3.6952905e-05
RP11-349A22.5	17.67075	12.582425	14.436755
KDM1A	80.55347	55.705465	66.082095
KDM1B	1.3745685	1.5632175	1.4356885
RP11-301N24.3	0.0006609775	0.000113491	0.00162014538
RP11-455J20.3	0.042923211	0.0386746835	0.05047899
RP11-594N15.2	0.1168572	0.33320145	0.2384658
RP4-597J3.1	2.995175	4.8351665	4.065946
OR1S1	0.000759296	0.000540032016	0.0001386413315
OR1S2	2.92028425e-05	4.1805635e-05	2.619633e-06
MIR2355	9.715111	11.286235	9.9985735
RP11-85B7.4	0.0038353095	0.001888367	0.000993116155
RBM14-RBM4	1.02806095	0.827887	0.85567175
RP11-85B7.2	0.005932279	0.013580835	0.0166996505
RNU6-28P	12.50861	7.834537	5.0991755
CTD-2647E9.3	0.0102024555	0.10312506	0.063430485
FCER1G	1.4271065	4.806572	3.1055855
BTG4	0.001770237	0.001188879	0.048711735
BTG3	17.0312	22.63249	28.145565
BTG2	9.814656	18.526095	61.951165
SOSTDC1	0.0629844	0.18210215	0.107667545
NMD3P1	0.76973605	1.4754615	2.0568025
RP6-65G23.1	0.0001971295	0.042757861	0.028880539
AC020550.7	8.42676	12.07877	7.8567485
SRD5A3	6.5257465	18.63314	17.607305
SRD5A2	0.01901309	0.126739025	0.065471875
SRD5A1	3.4526405	3.985964	3.2033465
AC009963.4	7.390911	13.48037	9.703156
AC009963.3	11.052555	9.0723035	9.4557815
RP6-65G23.3	3.1168635	0.81633575	1.0408255
RN7SL367P	1.1382612	1.1199585	2.5732655
EIF1AX-AS1	0.0878977375	0.0013242195	0.156704637885
RP11-6O2.4	0.015490785	0.02467097	0.0147926305
GGA1	25.039475	18.52492	22.88602
GGA3	19.74497	18.284155	25.864285
GGA2	71.56075	50.25315	44.66943
RP11-175O19.4	0.97723585	0.82555095	0.6152968
CTC-471C19.2	0.000489396065	0.0128479615	0.0009699245
FHOD1	7.621315	18.627475	47.272225
FHOD3	1.4712055	0.52072515	0.28599445
C4orf6	0.0108419585	0.0075062725	0.0524981285
RP11-20G13.1	0.000563213237	0.00123852957	0.00010483405
RP11-20G13.2	6.9250345	9.468225	11.595435
RP11-20G13.3	0.002499663	0.0020991005	0.0056545515
GJC2	0.09489608	0.134444	0.108016065
C4orf3	13.97745	14.093245	10.4483935
ING3	5.711642	4.0375275	3.9207745
GJC1	12.18817	8.655108	12.189965
RP11-118M9.3	0.0077535695	0.000210867165	0.0465955105
PSMB9	0.24423955	0.21542255	0.32798545
PSMB8	0.11371421	1.5506115	0.7289072
PSMB7	67.48519	64.47526	46.113635
PSMB6	59.279195	65.07536	55.423825
PSMB5	82.433025	95.79961	85.07619
ARTN	0.6698167	0.45036415	0.64033385
PSMB3	108.22235	111.07395	77.078725
PSMB2	17.178885	19.715635	15.67927
PSMB1	69.715225	66.063915	61.99447
SNORD115-19	6.2046315	8.3842245	11.20168
RP11-17M16.1	0.26492065	0.26432665	0.1466537
RP11-17M16.2	0.20756495	0.0315615	0.1395479
LMBR1L	30.348205	60.230855	69.845785
RP11-425A6.5	0.033909785	0.016418405	0.02371309
RP5-1057J7.1	16.52187	22.095485	22.717215
RP11-93O7.5	0.57361365	0.68213555	0.52822888
RP11-181C21.6	41.060395	46.196885	32.54525
GS1-21A4.1	15.84591	24.674625	0.16355615
RP11-181C21.4	13.042125	15.33644	27.887665
RP5-1057J7.7	0.38291215	0.9396456	1.14445425
PNMA1	8.8010075	5.176523	6.1439515
ITM2BP1	0.0019217245	0.02835885	0.0277586125
TRAV23DV6	0.0016730935	0.0024951705	0.0023368385
TDGF1	22.231255	5.589551	5.4252875
MEIS1-AS2	0.4440278	0.5454958	0.98028415
PNMA3	0.5789526	0.60111455	0.96966115
AC106801.1	0.15136165	0.163408635	0.099070275
SETP5	2.973449	1.8339845	2.5821145
SETP4	26.94995	18.885265	23.433445
SETP7	1.5326565	1.623727	1.058782
SETP6	19.4148	12.043345	13.61393
SETP1	0.32577445	0.19188965	0.2073747
SETP2	11.23822	9.150254	11.47841
RP11-486G15.1	2.3867545	1.550274	1.5839455
PNMA5	0.04033241	0.007513541	0.0229002
AC000124.1	8.798207e-05	1.1256724e-05	0.0282537034
RP11-486G15.2	1.927224	2.145701	2.985173
SETP9	4.5162319e-05	0.0003104665	0.014519406985
SETP8	13.234835	10.820635	16.224255
AC009414.1	17.64766	18.93806	20.107945
LTN1	3.700661	2.938923	4.027863
RP11-328C8.5	0.00027358805	5.580693e-05	0.0002724125
RP11-328C8.4	0.031790915	0.022334425	0.03053943
RP11-543P15.1	3020.4345	4091.47	4180.1085
AL512640.1	12.14728	12.275555	10.69815
C9orf141	0.000243997	0.0035295515	0.00061377421
C9orf142	17.05953	8.0726625	6.773215
TRIML1	0.002033446	0.12285443	0.0018338865
NACC2	1.600383	2.269962	2.0298465
VPS13D	8.9717015	10.5481795	14.75879
NACC1	19.498505	13.85842	17.593775
VPS13A	12.585025	9.4281655	12.771055
SH3KBP1	21.52544	9.73533	7.5948135
AC009263.2	0.11454571	0.084904165	0.28538695
VPS13B	10.703525	9.127672	8.215994
BEX5	2.284515	4.955185	4.329313
BEX4	77.383985	101.06481	100.40345
BEX2	28.6261	26.112405	18.805545
BEX1	33.236275	132.8692	99.632275
RP11-535A19.2	0.076095365	0.270588155	0.34768725
IGHD6-25	18.10506	30.839675	15.542375
TMEM160	4.478052	3.956731	2.976838
TMEM163	0.11058912	0.96713385	0.51035875
TMEM165	16.803865	31.654875	47.76935
TMEM164	24.48504	18.10453	21.66113
EVI2A	0.0498658545	0.0029662265	0.0110336015
TMEM168	4.9913075	6.80303	6.624697
EVI2B	3.797373e-05	3.3523145e-06	7.178005e-05
AC079780.3	1017.30855	313.9084	343.4686
FOXN1	0.00018413105	0.000854058	0.005762566
ALG1L14P	5.996703	2.7474245	4.7700545
FOXN3	10.1291595	11.075775	12.22565
RP11-96J15.2	3.2954515	4.740666	6.951742
RP11-96J15.1	0.0087484325	0.0004092315	0.0915642550215
NICN1	5.143155	6.262693	5.112242
RP11-484K9.4	0.13385944	0.15229336	0.804772195
COL14A1	0.81597885	1.7854365	0.37553435
RP11-656E20.5	0.0384138625	0.14711732	0.2171186
RP5-1189B24.1	62.75773	31.423765	40.902475
MEMO1P4	7.21743e-06	0.0005502275	7.220355e-05
MEMO1P5	0.001414145	0.0009504699265	0.000766586
OR4D12P	0.2138101	0.07090922	0.2417808
MEMO1P3	0.59437505	1.4556985	1.9682495
IFFO1	2.6364155	5.6040825	6.20123
IGHV4-4	0.0030104096	1.779152e-05	0.00016321855
IFFO2	1.8367715	5.7121535	7.1618205
RP11-831A10.2	0.0090842965	0.0049391935	0.026321805
CTD-2173L22.4	1.191257	1.176296	1.2974885
RNU6-426P	12.028695	8.859114	4.911398
RP11-358B23.1	0.06408037605	1.2799665e-05	0.000229044585
AC067945.3	2.3020955	3.7607505	6.5928055
AC067945.2	0.030143169	0.1984681	0.13410965
RNU2-5P	7.639851	4.462602	7.189493
AC067945.4	0.2552329	0.1436813315	0.18593005
AC090559.2	9.9796435	11.837825	7.243489
RP11-149I2.5	0.0516559	0.07666579	0.093764935
AC090559.1	17.96332	13.41893	14.428045
CTD-2265D6.2	0.3054427	0.2429716	0.2500078
C11orf35	2.262266	1.2722475	1.2861925
C11orf34	10.51193	8.5297585	12.98864
C11orf31	77.77345	74.989875	68.462995
C11orf30	7.788767	7.755619	8.7860595
RPL15P3	769.03885	1031.6745	1050.4855
RPL15P2	227.71125	300.2068	319.8198
RPL15P1	0.047066539	0.15709799	0.1447445005
AL137059.1	0.5324038	0.24546995	0.48015625
RPL15P4	2.931962e-06	8.881505e-05	0.000369800115
AP000253.1	0.14588945	0.1537864	0.18296095
MACROD2	0.97509535	1.2814805	1.5713765
MACROD1	45.411155	55.120625	57.95032
AL110292.1	6.32624	3.8764635	5.0101115
VN1R20P	0.0005879325	1.87303e-05	0.01355683375
RP11-357J22.1	8.0844152e-05	0.0006597302	0.002087272
SEP15	65.17456	41.962505	51.98693
RP5-879K22.1	0.003951782	0.0009231355	0.000674417
ZNF346-IT1	0.367817	0.31172585	0.2759585
RP4-735C1.6	0.001242893	4.648055e-06	0.0001045079
CITF22-49D8.1	0.0134200765	0.0073730765	0.02571009
RP5-827A12.2	0.0028507395	0.0065618035	0.0037279785
RNU6-484P	8.921483	8.3854295	8.5550025
RP5-991C6.4	3.29219e-07	4.59248e-06	0.0010392045
RIMS2	3.922357	5.044012	4.9900915
KRR1	14.51151	10.2755255	11.617575
RP5-991C6.3	3.89141e-05	3.858485e-05	6.82485e-06
RP5-991C6.2	9.48815e-05	0.003069604	6.916045e-05
FAM64A	19.06193	6.846417	13.78363
RNU1-67P	13.27999	14.229445	10.508795
NNT-AS1	4.992965	6.0309735	6.7638145
CTD-2336H13.1	0.0001302663	9.0251845e-05	0.000517831
CTD-2336H13.2	0.001705541845	4.3649995e-05	0.001483036
FAM92A1	21.25726	25.5228	32.99635
HMGN1P9	9.238145e-05	0.00018497215	0.001212512
HMGN1P4	250.7457	204.75975	257.94755
HMGN1P5	0.024086863732	0.002214859	0.011672888
HMGN1P6	0.01327641	0.1275813845	0.1232642745
HMGN1P7	0.0047711745	0.006191783	0.08045712001
RP11-119F19.2	1.9117835	3.9953995	4.150281
HMGN1P2	0.0012519455	0.006802984	0.002910955
HMGN1P3	65.76116	48.28871	64.422985
HIST2H3PS2	0.082877205	0.06118621	0.04961259
RP11-710F7.2	0.2036111	0.006243664	0.0799657945
C8orf49	1.1597755	0.4077124	0.41242285
C8orf48	0.9495643	0.5744316	0.44695165
C8orf47	0.2558169	0.128486415	0.015533967
C8orf46	3.014626	1.3595415	0.8469177
C8orf44	2.9753865	3.416648	3.9752315
TP53I3	7.1424665	5.5790175	3.366815
AC004862.6	0.013463945	0.015951985	0.01497932
IFNA5	0.0004915188	0.00027233079045	0.000257049653
RP11-777B9.5	1.48722135	1.4636583	0.28203955
RP11-777B9.4	0.0027551835	0.0012218115	0.00139994315
RNU6-214P	16.453335	10.976665	9.44002
RP11-777B9.1	0.64527095	0.24142015	0.132424445
MB	3.705588	0.4473949	0.57876495
LINC00847	0.8520422	2.3288975	2.664757
AC012175.1	5.4044475	5.2520665	4.1435535
DUX4L7	0.067968566	0.0252165405	0.0665580125
DUX4L6	0.0779332015	0.024932889	0.0389436055
DUX4L5	0.079898682	0.0286899395	0.0383372005
DUX4L4	0.075217853	0.0248104765	0.060940245
DUX4L3	0.0755245955	0.031312715	0.0449689285
DUX4L2	0.070285635	0.029618785	0.0424496545
SLC18A3	0.100944	0.0085833395	0.001304377
SLC18A2	1.7516245	0.8656273	0.97276025
SLC18A1	0.071234525	2.043408	0.15432475
RP11-168P6.2	0.0130189055	0.1918259	0.00068539005
DUX4L9	0.048359715	0.0180531475	0.02844228
RP11-332H17.1	0.0016615185	0.000102351	0.003187925
RALBP1	9.512998	12.492605	14.95575
AC008697.1	0.03393249	0.0007550575	9.7920485e-06
RP11-626E13.1	0.09320786	0.0045262425	0.0033543725
RP11-231E6.1	0.18611285	0.23368115	0.24955235
RP11-313M3.1	17.29555	23.391065	22.397845
ZNF831	3.14458e-05	0.00154559908	1.7954165e-05
ZNF830	6.8503175	7.198094	6.0959535
ZNF835	0.136483485	0.2617928	0.28031525
ZNF837	0.62861425	0.4229809	0.415547
ZNF836	4.580909	4.445811	5.1460715
ZNF839	5.5215345	4.579024	3.907391
LRIF1	3.657329	4.6265745	6.2008805
OXCT2P1	0.14842785	0.154143075	0.157038
AC004854.5	0.001402166	2.9990855e-07	0.00320205830115
AC004854.4	7.030723	8.075176	7.229344
AC004125.3	0.0059632415	0.001109394	0.0030474805
RP11-465K4.4	0.0001926905	1.3909073e-05	1.322835e-05
CLYBL-AS2	0.00026561495	0.0009303845	0.001472697865
CLYBL-AS1	0.00019729275	8.084415e-05	0.047670085
MLK7-AS1	0.34764585	0.71512345	0.1246684
SUGP2	36.90968	38.828835	39.90362
AC073528.1	12.81426	13.17344	11.65134
RN7SL463P	0.135285578	0.01204646	0.4268413
RN7SL223P	0.0309580705	0.0058004965	0.013201775
CPEB1	1.0332296	0.5764432	0.5174994
RP11-363E7.4	0.80775405	1.064126	1.2273155
RP11-227B21.2	0.009129836	0.0012205054	0.0048079341
RP11-253M7.3	4.689065e-05	0.001133127705	9.5630974e-05
TSPY6P	0.000860918	3.460603e-05	1.6077857e-06
RP11-1143G9.4	0.29708315	0.23498255	0.2307578
RSF1-IT1	0.509697548	0.0056981025	1.187900273
RSF1-IT2	0.000425068325	0.041103555	0.141626515
TSPY8	0.0116430995	0.0050001975	0.005372538
MIR4773-1	8.513846	14.526365	6.7076265
SBSPON	0.6924629	2.2599915	1.0404171
ZPBP	0.0111658215	0.01662266	0.01885763
TSPY2	0.009343495	0.00500391	0.0021384345
TSPY1	0.000110517965	0.00155525	0.000284253
MED4-AS1	0.11825545	0.18185915	0.104035465
TMEM174	0.0037481745	0.0005082065	0.001440686612
RAB33A	0.131654635	0.518393	0.3824379
SLC17A9	1.6941315	4.735588	7.840995
RP5-947P14.1	8.48333213	0.408903335	0.124402094
RAB33B	1.3250715	1.448827	2.4228265
SLC17A4	0.0073429505	0.0089042635	0.0173845155
SLC17A5	1.274274	4.5838185	7.733398
SLC17A6	6.232675e-05	0.002667246	0.000665625
SLC17A7	1.16792	0.6380036	2.583423
SLC17A1	0.0052021555	0.069325305	0.0263643015
SLC17A2	0.010240701	0.0027032655	0.000982175
SLC17A3	0.019499665	0.07710755	0.1345875
RP11-386M24.6	0.0027005695	0.0004488662	0.001465243
C16orf58	18.588045	23.793595	36.580375
C16orf59	10.2552285	4.707799	4.495518
RP11-386M24.3	0.0027827615	0.002676612	0.001225083
RP11-386M24.1	0.000605796	0.0002862562515	0.000452971488
C16orf52	2.8832125	3.1501515	2.9028055
RP11-253M7.4	0.0034039875	0.0684268885	0.000271236979
WASIR1	0.158730845	0.50495365	0.3098056
C16orf54	0.16307835	0.06025707	0.105972485
RP11-386M24.9	0.000434211315	0.1388563	0.0004180323
ITCH	12.94009	14.960715	19.26434
CHMP4A	25.26007	24.42671	27.65129
CHMP4B	31.368455	41.89525	40.911145
CHMP4C	1.3948435	0.8823224	0.48049885
RP11-574F21.2	1.0952607	0.52830445	0.73207955
RP11-20E24.1	5.010371e-05	6.6068265e-05	0.00017370528
RP13-131K19.6	1.3703515	1.741277	1.35551285
KRT8P26	0.0002992065	0.0006940888015	0.07747935
COBLL1	5.0480775	5.1887435	2.608275
RP11-275O18.1	7.48809e-05	0.000339752185	1.7580955e-05
TMEM255B	0.5952793	10.390722	9.631224
TMEM255A	0.8577494	0.1131382	0.1601891
ST5	36.624355	40.491185	40.419325
ST7	7.8212705	14.75773	12.552085
RECQL	6.7674865	8.4513665	11.975635
CYP4A22-AS1	1.09846915	1.162312	1.4748625
WBP2P1	0.001345319	0.0261682795	0.000719143
RP11-574K11.31	0.82461165	0.4291041	0.5670786
ZNF304	2.1681405	1.8948615	2.0023035
STH	0.00012843065	0.0001917996	4.522607e-05
ZNF302	11.3518	8.7239845	11.751105
ZNF300	4.888697	2.686473	2.236565
RP11-285G1.2	7.056885e-06	8.75109e-05	0.0002185395
AC016725.4	2.032388	2.527684	3.8536015
STS	0.89432355	0.87542845	0.4378792
RP4-753F5.1	0.1662715788	0.001564301	0.250958
RP11-285G1.9	0.0003372576	0.19168008635	0.002919026
TRIM49D2P	0.0126667045	0.0010577415	5.916395e-05
HOXB13	0.005441016	0.1444337	0.02013847
RNU1-143P	6.666093	7.5996595	17.84039
RP11-393N4.2	93.880365	113.9983	107.91155
CASP3P1	1.430681	1.3687815	1.2251825
RPL15	886.0668	1120.155	1205.1325
AC015933.2	1.2288205	0.45783335	0.37058275
RP11-61O1.1	7.67410965e-06	0.0010787292885	8.23466655e-05
RNU7-200P	9.5954575	5.3018605	5.4344825
AC011477.1	13.03913	13.24477	9.8725445
RP11-21C4.1	0.0002463915	0.0001534132	0.000392094305
PPP3CA	8.18599	7.190576	4.710937
PPP3CB	11.969505	8.891611	12.052135
PPP3CC	8.641506	9.302363	10.295765
RP11-259K5.1	0.00025590575	0.0114968395	0.012866387
RP11-259K5.2	0.143665	0.1957565	0.1460439
LIF	0.025499815	0.1350931	0.4467905
GPATCH8	6.258876	5.74282	7.0734715
IQCJ-SCHIP1	4.7860915	17.43788	14.634585
RNU7-176P	20.11066	15.061585	13.846315
RNU6-836P	1.2432495	0.33720405	1.30170915
NPY6R	0.117797756	0.0176890115	0.147968635
GACAT1	0.000760465	0.0017145255	0.0030491945
RP3-509I19.1	0.001403703	0.09789611	0.1435605
RP4-535B20.2	0.215518294	0.005847526	0.0011457235
RP3-509I19.6	1.1932795	1.218188	0.79006265
RP4-535B20.1	0.0050394055	0.004143395	0.3347595425
RNU6-377P	11.02046	6.3483895	6.2837725
AC107079.1	0.0321685805	0.0041147785	0.0015187315
CTD-2302A16.2	0.0084256825	0.0015212535	0.0004562915
RP11-5P18.10	0.4144657	0.67209725	0.87634195
HK2P1	1.11781555	0.1637138	0.2577566
RPL18	743.7136	1005.39635	982.16325
RP5-1100E15.4	0.0004665835	0.0003740904	0.0061611457875
AC079140.1	6.321745	10.507453	5.464155
ADRA2A	0.04450065	0.07254115	0.7397362
ADRA2B	0.83672715	0.5135678	2.867975
ADRA2C	1.363602	1.3685825	1.805772
TEX26	0.2053378	0.1943903	0.03305854
RP11-89K21.1	0.154488025	0.177265985	0.03223349
RP13-140E4.1	3.128139	1.9415255	2.1712875
RP1-166H4.2	0.07327864	0.1274538	0.164623505
